station_sk,station_key,station_reference,label,river_name,catchment_name,town,status,latitude,longitude,easting,northing,date_opened,station_types,measure_count,attr_hash,valid_from,valid_to,is_current,run_id
-8179214396217141071,-1535904333709202203,0503SOa,Stonebridge,River Teise,Medway,Horsmonden,Active,51.132785,0.453941,571790,139920,1967-01-01,,2,715a565c17b32dc641dfeb227075bad8,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-6827838641778910835,-9071186438381632539,0530TH,Whetstone Bridge,Marston Meysey Brook,Cotswolds,Marston Meysey,Active,51.667039,-1.816893,412760,196490,1986-01-01,,2,594ea6b210aaca34b0b4a215a47a1219,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-4343378478662321230,3327174883875631577,055002_TG 301,Belmont,River Wye,Wye,Belmont,Active,52.045084,-2.752202,348508,238789,1970-01-01,,1,9fa9e25e8aca97912fe0fc518aa02b9a,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-2653271901598932350,-7681882877306592090,055003_TG 316,Lugwardine,River Lugg,Wye,Lugwardine,Active,52.061919,-2.659977,354850,240600,1970-01-01,,1,f3b52191031547dc51d6d7a916951058,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-2882024409300612712,-846812490726299792,055013_TG 326,Titley Mill,River Arrow,Wye,Titley Mill,Active,52.220498,-2.984666,332830,258490,1970-01-01,,1,6e0689f1e6a4a9159179ff8ed7c881ce,2026-09-21T20:01:46.368+00:00,,true,366262550389695
8850071087719961121,2262274850334684602,055014_TG 306,Byton,River Lugg,Wye,Byton,Active,52.276841,-2.932709,336460,264710,1970-01-01,,1,7ab55b4277b60920cde580c876814a46,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-186779192308206343,-8350584468050009692,055018_TG 327,Yarkhill,River Frome (Wye),Wye,Yarkhill,Active,52.081299,-2.563805,361460,242700,1981-03-01,,1,5e77519a4df5a5d1b07aa6334b481fa1,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-4054617154367357350,8182754642172929266,055021_TG 305,Butts Bridge,River Lugg,Wye,Butts Bridge,Active,52.226571,-2.730348,350210,258960,1970-07-02,,1,87530e509a2c9c21f9d463526b7174e5,2026-09-21T20:01:46.368+00:00,,true,366262550389695
1006489513132886633,-5810005073298616721,055027_TG 328,Sandford Bridge,Rudhall Brook,Wye,Sandford Bridge,Active,51.928793,-2.524006,364065,225717,1990-03-08,,1,e7eef578903606eb01e2cbed0ae4c631,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-7584907470501895205,8896754934307413506,055028_TG 9302,Bishops Frome,River Frome (Wye),Wye,Bishops Frome,Active,52.137017,-2.488532,366660,248860,1971-10-01,,1,0ecd18440f70418265024582afe80d57,2026-09-21T20:01:46.368+00:00,,true,366262550389695
8389364351310985376,4840663302547337086,055031_TG 329,Three Elms,Yazor Brook,Wye,Three Elms,Active,52.069153,-2.743532,349130,241460,1973-02-01,,2,b714798350de1d8e74ecc0f1cd3be828,2026-09-21T20:01:46.368+00:00,,true,366262550389695
8275325974568137288,-5775364311792195301,055036,Marstow Mill,Garren Brook,Wye,Marstow Mill,Active,51.870918,-2.640226,356017,219344,2009-09-02,,1,8915369a4d50851c9f1971086a20528c,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-880331596892725354,-2067532790636603168,055040,Bromyard,River Frome (Wye),Wye,Bromyard,Active,52.191185,-2.501355,365824,254891,2009-01-01,,1,83e4d3221ccffefbccfe86d6fb127cb3,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-413234400218328351,932564435598499293,055041,Ford Bridge,River Lugg,Wye,,Active,52.191921,-2.718721,350966,255098,2023-09-01,,1,5cdc3637e1288619dd01ee8ce0d69acb,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-3080547094177175561,-1095806710974361826,055807_TG 320,Old Wye Bridge,River Wye,Wye,Hereford Bridge,Active,52.051748,-2.720173,350712,239508,1988-07-01,,2,6226c5058b81e5164efac77530080cfe,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-2428959731603610411,7929219274841648484,055811_TG 9303,Bredwardine,River Wye,Wye,Bredwardine,Active,52.096497,-2.969481,333683,244684,1987-10-01,,1,618bb00e04cfd42c1e26ab49de78cb1c,2026-09-21T20:01:46.368+00:00,,true,366262550389695
7058874314598802859,-5668744147912139709,055816_TG 319,Mordiford,River Wye,Wye,Mordiford,Active,52.026391,-2.629867,356880,236630,1988-04-01,,1,dbe288331dff2ce0a6c782ff1af85b2d,2026-09-21T20:01:46.368+00:00,,true,366262550389695
2141501719574374658,-4054684752228723442,055817_TG 323,Ross On Wye,River Wye,Wye,Ross On Wye,Active,51.915339,-2.587573,359682,224254,1987-10-01,,2,b8017082959db6ff811ec41860efa568,2026-09-21T20:01:46.368+00:00,,true,366262550389695
8052407226524587003,2801595433732701447,055L010SG,Eardisland,River Arrow,Wye,Eardisland,Active,52.223407,-2.851042,341962,258698,2008-08-28,,1,44af9b31a0b9a8f3fcb595c47a386c65,2026-09-21T20:01:46.368+00:00,,true,366262550389695
1430207104639173740,-4885189965888621149,0569TH,Hannington Bridge,River Thames,Cotswolds,Hannington Wick,Active,51.663588,-1.749677,417410,196120,1994-01-01,,1,9f31cb01159e8799f2cc8d535cc71dcc,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-7819567114706542050,-624962253722318959,0630TH,Fosse Bridge,River Coln,Cotswolds,Fossebridge,Active,51.799654,-1.885239,408010,211230,1990-01-01,,1,4e65a5d8c14c95cc86e61350ed3b9287,2026-09-21T20:01:46.368+00:00,,true,366262550389695
8124257895040356995,2145811103824060895,0660TH,Bibury,River Coln,Cotswolds,Bibury,Active,51.754535,-1.825522,412140,206220,1986-01-01,,1,e52b4030f0d5c64852c831f1e83bd534,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-1216059079569947050,8296228992289093808,067005_TG 116,Brynkinalt,Ceiriog,Dee,Y Waun / Chirk,Unknown,52.928701,-3.050056,329510,337328,1970-01-01,,,1fe5a5e4970a86587e383b7d680414d9,2026-09-21T20:01:46.368+00:00,,true,366262550389695
413512330016036521,-493181848382850753,067015_TG 132,Manley Hall,River Dee,Dee,Manley Hall,Unknown,52.966639,-2.971614,334840,341474,1969-01-01,,,1bd8c5cda383bfd56c00a12482de9485,2026-09-21T20:01:46.368+00:00,,true,366262550389695
279389630459877474,7429978134584992062,067021,Lea Hall,Aldford Brook,Dee,Aldford,Unknown,53.120007,-2.847029,343409,358429,1975-01-01,,,856a65db4b3a27b6ef576b6f1c26a131,2026-09-21T20:01:46.368+00:00,,true,366262550389695
1457916268838702195,-3512269229974947893,067022,Tattenhall High Street,Mill Brook,Dee,Tattenhall,Active,53.119553,-2.76962,348589,358320,2023-07-21,,1,174d58df24db10ea363a84d4a861205f,2026-09-21T20:01:46.368+00:00,,true,366262550389695
4282080746399708223,-2976479227006462736,067027_TG 127,Ironbridge,River Dee,Dee,Aldford,Unknown,53.134133,-2.871357,341800,360020,1993-01-01,,,6a04d7fe24ba42779fcd6fa4ae3c38f6,2026-09-21T20:01:46.368+00:00,,true,366262550389695
7435059325939856423,-1028455338846079488,067624_TG 126,Farndon,River Dee,Dee,Farndon,Unknown,53.08308,-2.879119,341211,354347,1985-01-01,,,fbafb661f54c81df5c5967b2a3633c6e,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-7402717374365971864,6255691146912374718,067639,"Knolls Bridge, Chester",Finchett's Gutter,Dee,Chester,Active,53.216883,-2.906882,339540,369255,2002-05-09,,1,353e4b1e88c26cfd39bfec95f490c353,2026-09-21T20:01:46.368+00:00,,true,366262550389695
2563652418787510642,4552557442242065417,067647,"Countess Way, Abbot's Mead",Finchett's Gutter,Dee,"Abbot's Mead, Chester",Active,53.205519,-2.902345,339827,367987,2025-10-31,,1,69f89d54d4929d9c81bf1f31f42d1b31,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-5419300088676677898,-3197976447281368898,0680TH,Fairford,River Coln,Cotswolds,Fairford,Active,51.709394,-1.783971,415023,201207,1991-01-25,,2,312d4d0db53eaedd45eb9163e5e36884,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-7248168517522412684,3011407700413973557,0701TH,St Johns Lock,River Thames,Cotswolds,Lechlade On Thames,Active,51.68931,-1.678796,422300,199000,1995-01-01,,3,cdc8855c427e8465d549643ca0af0bbc,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-5472721658347967960,2305001831941261175,0710TH,Lower Stratton,River Cole,Vale of White Horse,Stratton St Margaret,Active,51.569689,-1.735909,418400,185680,2001-01-01,,1,4605bfdb27afd401ac5adb1986eaf674,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-6489217519838411005,-2733543386457855403,0712TH,Kestrel Drive,Dorcan Brook,Vale of White Horse,Wanborough,Active,51.563545,-1.722961,419300,185000,2001-01-01,,1,829543d6281bd850f4712bfedb3a0383,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-775362073976805666,-7256719333816464717,0782SO,Riddles Lane,Groundwater Level,Swale,,Active,51.331532,0.714832,589224,162659,2001-10-01,,2,7394b21db3a42f3437c070fd4fe93201,2026-09-21T20:01:46.368+00:00,,true,366262550389695
4070592041409729759,2822752750613505038,0790TH,Inglesham,River Cole,Vale of White Horse,Upper Inglesham,Active,51.670899,-1.700313,420821,196946,1976-01-01,,2,a994070ed1ae33884bf7ed2e2e833500,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-5375119501798231789,-7678861443759628615,0890TH,Lechlade,River Leach,Cotswolds,Lechlade On Thames,Active,51.692891,-1.672984,422700,199400,1986-01-01,,3,39ec75e3f02543986ae20fce89d4f840,2026-09-21T20:01:46.368+00:00,,true,366262550389695
3970672982357328130,-5699350982478253308,0898TH,Buscot Lock,River Thames,Cotswolds,Buscot,Active,51.68119,-1.668729,423000,198100,1995-01-01,,3,902dcbd840bdb2b6ec272c67955782f7,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-4272152362481945127,-4796275800929620255,0901TH,Grafton Lock,River Thames,Vale of White Horse,Eaton Hastings,Active,51.690894,-1.607898,427200,199200,2002-01-01,,4,698461e45b86bf255d8271a6ab8e0f51,2026-09-21T20:01:46.368+00:00,,true,366262550389695
7375210824948210740,2977660336515353610,0902TH,Radcot Lock,River Thames,Vale of White Horse,Radcot,Active,51.699764,-1.573094,429600,200200,2002-01-01,,4,49e265e631082e64f59f25483971786a,2026-09-21T20:01:46.368+00:00,,true,366262550389695
7110006780075732444,2901793380468083523,0903TH,Rushey Lock,River Thames,Cotswolds,Carswell Marsh,Active,51.698716,-1.534037,432300,200100,2000-12-01,,4,2b630e1fc25361e0bd620f1d3df81a6d,2026-09-21T20:01:46.368+00:00,,true,366262550389695
6311642958319332801,8319745410432652747,0904SO,Vexour Bridge,Eden Tributary  Medway,Medway,Chiddingstone Causeway,Active,51.189651,0.160853,551100,145600,1967-01-01,,2,9e26ae32613970e535b2cfd97a5c7be5,2026-09-21T20:01:46.368+00:00,,true,366262550389695
6063157809418077298,3407658847552014208,0904TH,Shifford Lock,River Thames,Vale of White Horse,Shifford,Active,51.70718,-1.465193,437051,201074,2002-01-01,,4,dacb8bb23feab5441573e1f00041debe,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-846092094164291295,-6964089161451982913,0911TH,Clanfield,Clanfield Brook,Cotswolds,Clanfield,Active,51.719421,-1.588977,428490,202380,2004-01-01,,1,1d39883cc8006ef1bc352a628194b8cd,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-8909449805457983383,-6128118467130462039,0913TH,Bampton,Shill Brook,Cotswolds,Bampton,Active,51.72466,-1.54887,431257,202979,2009-06-09,,1,8260fbcf1562b6313b508da21a4c8880,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-1876932676191969444,1446617333086575278,1003SO,West Gate Gardens,Great Stour,Stour,Canterbury,Active,51.280821,1.073832,614465,158008,2001-07-17,,2,46782cc1e65a2eef04970eab54772289,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-495374041100000983,4945720744509854664,1020TH,Bourton Windrush,River Windrush,Cotswolds,Bourton-On-The-Water,Active,51.886693,-1.767911,416070,220930,1994-01-01,,2,ffe10c689a739ed32ba4c5142ded759b,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-2565703983407159383,304989650380185793,1029TH,Bourton Dickler,River Dikler,Cotswolds,Little Rissington,Active,51.874767,-1.740083,417990,219610,1994-01-01,,2,2cee1e0ebb86095cb10ab978c40dc6c1,2026-09-21T20:01:46.368+00:00,,true,366262550389695
8929551279516328458,-9117469012870363397,1080TH,Worsham,River Windrush,Cotswolds,Charterville Allotments,Active,51.793689,-1.564378,430140,210650,1987-01-01,,3,808c39932c01ad5da4b68edf9d13745a,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-2241714400433617029,4839366433299162957,1082TH,Witney,River Windrush,Cotswolds,Witney,Active,51.789786,-1.484269,435668,210252,2008-01-01,,1,82f5f92f71ec64fe179362575ea2ebb4,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-4065939099189181401,5139295636620326336,1090TH,Newbridge GS,River Windrush,Cotswolds,Standlake,Active,51.715253,-1.41933,440213,201996,2023-10-05,,2,c538223086835ba126d789dd6a1017bf,2026-09-21T20:01:46.368+00:00,,true,366262550389695
2847820466139522473,1870879904811500444,1090_w1TH,Newbridge Weir A,River Windrush,Cotswolds,Standlake,Closed,51.713499,-1.420988,440100,201800,1986-01-01,,1,246dac6500da373618fe480ed0f6f474,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-322058605812471686,6598079452570685187,1099TH,Northmoor Lock,River Thames,Cotswolds,Appleton,Active,51.716858,-1.374624,443300,202200,1995-01-01,,4,2378c3202dd3dff83b5123017ece62f4,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-7188668234723149388,-1777720724171043995,1100TH,Farmoor,River Thames,Cotswolds,Farmoor,Active,51.757544,-1.366384,443830,206730,1991-01-01,,2,892a80bbed4879ebcce9fe2bbc58cdd3,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-8376825610710360472,5590096699964004925,1102TH,Pinkhill Lock,River Thames,Cotswolds,Farmoor,Active,51.761748,-1.362413,444100,207200,1997-01-01,,4,adfa92693e841d3e4a0847f4ae05d9bf,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-84755469079192246,589780963256382939,1113SO,Sellindge,East Stour Trib  Great Stour,Stour,Sellindge,Active,51.099225,1.00828,610721,137629,2015-10-31,,2,5d0ebb3ac25a005e65b562d54244f144,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-7080184515714293663,-2051171360502059050,1201TH,Eynsham Lock,River Thames,Vale of White Horse,Swinford,Active,51.774692,-1.356854,444471,208643,1999-01-01,,4,21820d8d0cc670f98eebecd5ee81cd8d,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-2589863313092129994,-6316373995847084628,1208TH,Moreton,River Evenlode,Cotswolds,Moreton in Marsh,Active,51.988876,-1.697906,420841,232313,2008-01-01,,2,498908c261f7a5c3eed2041d75da65a9,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-6275854768038873600,7920037709542128773,1210TH,Evenlode Bridge,River Evenlode,Cotswolds,Evenlode,Active,51.95095,-1.679842,422100,228100,2001-01-01,,1,4c0cccfab3dbbba21038344b8f1d68ab,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-3748188206202828694,-4244264267150017363,1238TH,Shipton,River Evenlode,Cotswolds,Shipton Under Wychwood,Active,51.861678,-1.594363,428030,218200,1997-01-01,,1,58b9a3523d41facce9c095caad389adc,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-1619203011067949959,8959179221210916992,1285SO,Black Bull Road,Pent Stream,Stour,Folkestone,Active,51.085655,1.177662,622643,136619,2015-10-23,,3,294c96674f9489f550b8d7d5ad8fcc19,2026-09-21T20:01:46.368+00:00,,true,366262550389695
8421112725621183306,-6130856009052805780,1289TH,Woodstock,River Glyme,Cotswolds,Wootton,Active,51.864215,-1.356609,444400,218600,1996-01-01,,2,f7bde984be85ce01527da430544e0766,2026-09-21T20:01:46.368+00:00,,true,366262550389695
660878265034308887,-5590882415597173997,1290_w1TH,Cassington Weir A,River Evenlode,Cotswolds,Cassington,Active,51.786053,-1.351198,444850,209910,1986-01-01,,1,856d4b4d443e46b798a950f0006c593d,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-1966398277206780777,243473622661595739,1290_w2TH,Cassington Weir B,River Evenlode,Cotswolds,Cassington,Active,51.786053,-1.351198,444850,209910,1986-01-01,,1,1c39ab2965d6559a01f2dcce0cfbee5a,2026-09-21T20:01:46.368+00:00,,true,366262550389695
6047317123915779061,-7341515537955734330,1301TH,Kings Lock,River Thames,Vale of White Horse,Wolvercote,Active,51.789307,-1.306931,447900,210300,2000-01-01,,4,2c87a6ef53c37c471d391066b305a9ca,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-6662260197012853223,-6098785677545173410,1302TH,Godstow Lock,River Thames,Vale of White Horse,Wytham,Active,51.776669,-1.298428,448500,208900,1997-01-01,,4,16848954766fb88b868474b69656dd56,2026-09-21T20:01:46.368+00:00,,true,366262550389695
5015004826422609382,-1206084853798765812,1303TH,Osney Lock,River Thames,Vale of White Horse,Botley,Active,51.74909,-1.272781,450300,205850,1995-01-01,,2,caf6827bb2260803971a3ebab8937761,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-4253524911941983346,-3790799977787511636,1408TH,Woodford Halse,River Cherwell,Cherwell Thame and Wye,Hinton,Active,52.167771,-1.212815,453936,252460,2003-01-01,,1,331bc3d9fe589b3ab3d2cbb4047affe2,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-2475102538228341897,6073871020703201105,1416TH,Cropredy Bridge,River Cherwell,Cherwell Thame and Wye,Cropredy,Active,52.114915,-1.315184,446990,246510,1997-01-01,,1,7f2f242c3682e6e5537309d2023e66a5,2026-09-21T20:01:46.368+00:00,,true,366262550389695
4783693622173981983,-3147691043118078895,1420TH,Banbury,River Cherwell,Cherwell Thame and Wye,Banbury,Active,52.066379,-1.333286,445800,241100,1986-01-01,,2,2caaf475c6a0bfd844ece4f0d64ae691,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-3103272330133457801,9219715666039792464,1431TH,Bloxham,Bloxham Brook,Cherwell Thame and Wye,Bloxham,Active,52.017279,-1.380792,442590,235610,2000-01-01,,1,939cb99490e0b6d27dc6ce98fe0cab82,2026-09-21T20:01:46.368+00:00,,true,366262550389695
5843572357677284649,-8693299059837718042,1437TH,Bodicote,Sor Brook,Cherwell Thame and Wye,Bodicote,Active,52.028582,-1.326852,446280,236900,1994-01-01,,2,9bf3423f9b90706a62bd21ad98bdcb24,2026-09-21T20:01:46.368+00:00,,true,366262550389695
5783960525484443833,-4740131657134054347,1453TH,Heyford Bridge,River Cherwell,Cherwell Thame and Wye,Steeple Aston,Active,51.920573,-1.306366,447800,224900,1997-01-01,,2,ef805f44000c177a597ec563a27d43d4,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-1234247780035223770,-3488067229941631153,1460_w1TH,Enslow Weir A,River Cherwell,Cherwell Thame and Wye,Shipton-On-Cherwell,Active,51.861393,-1.30321,448080,218320,1986-01-01,,1,831b85277568d83775a720a1e8ec183f,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-356820600436519608,-770259822700445828,1465TH,Thrupp,River Cherwell,Cherwell Thame and Wye,Thrupp,Active,51.840425,-1.30005,448320,215990,2000-01-01,,1,686459597295aebc89b184cd60b32062,2026-09-21T20:01:46.368+00:00,,true,366262550389695
1389058616840272680,-2954542455244349551,1471TH,Grendon Underwood,River Ray,Cherwell Thame and Wye,Grendon Underwood,Active,51.884491,-1.012852,468040,221120,1986-01-01,,2,23c384901cbfccac489d339407734dc3,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-4904074792328665697,-5983744035231980824,1480SO,Alkham Valley,Groundwater Level,Stour,,Active,51.139335,1.236398,626493,142766,1995-01-01,,2,e2b0f33c67da43694eba4409b4c05dac,2026-09-21T20:01:46.368+00:00,,true,366262550389695
8613218328561482507,-1831648314355130828,1483TH,Lower Arncott,River Ray,Cherwell Thame and Wye,Lower Arncott,Active,51.861059,-1.119228,460750,218420,1997-01-01,,1,214819cc38e08d5dd9e9fded881161b3,2026-09-21T20:01:46.368+00:00,,true,366262550389695
7828533153064244588,1643808496907053379,1484TH,Langford Village,Langford Brook,Cherwell Thame and Wye,Launton,Active,51.895439,-1.13585,459560,222230,2004-01-01,,1,cb8eeac3fe73c0da36430c41e4a80819,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-4716975181941730040,2031659794199086542,1486TH,Wendlebury,Wendlebury Brook,Cherwell Thame and Wye,Wendlebury,Active,51.874246,-1.18499,456205,219834,2006-01-01,,1,feaf47fa374904daad727769ba958a7e,2026-09-21T20:01:46.368+00:00,,true,366262550389695
1591989503366458633,-7432634311317205839,1489TH,Islip,River Ray,Cherwell Thame and Wye,islip,Active,51.819783,-1.242178,452331,213734,1995-08-15,,5,0cded62ea5451e7ca2d6e163b3c13bf2,2026-09-21T20:01:46.368+00:00,,true,366262550389695
5715384649207157772,826859995735513582,1490TH,Oxford Botanical Gardens,River Cherwell,Cherwell Thame and Wye,Oxford,Active,51.750579,-1.24661,452105,206034,1996-06-05,,4,bce9dbd99ddd90a01de71547476579f0,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-1930394204155753954,1233620220369032268,1491TH,Kings Mill,River Cherwell,Cherwell Thame and Wye,Oxford,Active,51.756247,-1.238765,452640,206670,1997-01-01,,2,422dfb752e9a46481d96731bb72932cb,2026-09-21T20:01:46.368+00:00,,true,366262550389695
7050041082379876599,-1425883897432299359,1501TH,Iffley Lock,River Thames,Cherwell Thame and Wye,Kennington,Active,51.72955,-1.239792,452600,203700,1995-01-01,,4,5a598ae5ed07ef346e82e545cba1d7ca,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-6693958908060171434,8554492629839811397,1502TH,Sandford-on-Thames,River Thames,Cherwell Thame and Wye,Sandford-on-Thames,Active,51.708312,-1.232825,453106,201343,2011-07-13,,2,fdc018f7551fe3e46492266c493db1d7,2026-09-21T20:01:46.368+00:00,,true,366262550389695
3666157628505191095,2314809289576479589,1503TH,Abingdon Lock,River Thames,Cherwell Thame and Wye,Abingdon,Active,51.670388,-1.268257,450700,197100,1997-01-01,,4,eaf9c65b9947c216fce16956b1736627,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-3957508039253004634,7325183202376874784,1635TH,Minns Estate,Seacourt Stream,Vale of White Horse,Botley,Active,51.753242,-1.290099,449100,206300,2002-01-01,,1,38fc948e0bbe66016de58c6982f64c39,2026-09-21T20:01:46.368+00:00,,true,366262550389695
979556771279992765,7788194805926415046,1645TH,New Botley,Bulstake Stream,Vale of White Horse,Botley,Active,51.752648,-1.281126,449720,206240,2001-01-01,,1,0caedac6a05a30193ec661c0420db0e9,2026-09-21T20:01:46.368+00:00,,true,366262550389695
243804891238384532,7541281286197316845,1674TH,Hinksey Lake,Hinksey Stream,Vale of White Horse,"Hinksey Lake, Oxford",Active,51.740477,-1.259957,451195,204901,2015-10-14,,3,fc4ac70316f0d5b4503bea1b99e28905,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-627534001432667766,-407610220073682577,1675TH,Cold Harbour,Hinksey Stream,Vale of White Horse,South Hinksey,Active,51.730973,-1.251352,451800,203850,2001-01-01,,1,8242ddf4b5f621d9266addb778e9c98f,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-8336383403561844682,3290197892027977260,1679TH,Abingdon,River Stert,Vale of White Horse,Abingdon,Active,51.684602,-1.282696,449686,198671,2009-08-03,,1,64d2a8fbd43533bfd6a632d48c33b3af,2026-09-21T20:01:46.368+00:00,,true,366262550389695
4906508763721298652,1044698112945154649,1681TH,Abingdon Peachcroft,Radley Park Ditch,Vale of White Horse,Abingdon,Active,51.683092,-1.268125,450695,198513,2012-03-22,,1,fef1eb133ffa4c8978ebd64d66cf942f,2026-09-21T20:01:46.368+00:00,,true,366262550389695
6455001966342441214,5816059861830982088,1745TH,Stanford Vale,River Ock,Vale of White Horse,Stanford In The Vale,Active,51.632965,-1.505814,434300,192800,1997-01-01,,1,414f7eb119c6dc6115ecdb01d99dc4f6,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-3776253234687419004,-33254971365737751,1756TH,Wantage,Letcombe Brook,Vale of White Horse,Wantage,Active,51.588848,-1.431205,439502,187931,2008-01-01,,1,84eb6c9d88deb01e38a75ee0f41c4130,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-6186326331066275851,-8959932148286309344,1757TH,Charney Bassett,River Ock,Vale of White Horse,Charney Bassett,Active,51.64711,-1.451462,438050,194400,1998-01-01,,1,507f6e985c45df462cf584a60dbc0049,2026-09-21T20:01:46.368+00:00,,true,366262550389695
3053733041763076106,-6451644750506972744,1761TH,Letcombe Bassett,Letcombe Brook,Vale of White Horse,Letcombe Bassett,Active,51.565511,-1.460667,437480,185320,1990-01-01,,1,a6b0bf79109e27bbcc6d554e87d0bbb2,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-7595678200597412952,1533354426626046666,1771TH,Letcombe Regis,Letcombe Brook,Vale of White Horse,Letcombe Regis,Active,51.571482,-1.449342,438260,185990,1991-01-01,,1,9e438c52f66f974c1e3de8e074c12ae6,2026-09-21T20:01:46.368+00:00,,true,366262550389695
5569963152656732406,-1233869075987468821,1790TH,Abingdon,River Ock,Vale of White Horse,Abingdon,Active,51.666656,-1.305189,448150,196660,1978-01-01,,2,9de53f64edb7006d374cff16b73a02a5,2026-09-21T20:01:46.368+00:00,,true,366262550389695
2124146168072817146,2033207300067576986,1796TH,Steventon,Ginge Brook,Vale of White Horse,Steventon,Active,51.621195,-1.323534,446928,191592,2005-01-01,,2,e973a7184f2e2a1688c41bde8a588053,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-6116766825408768296,-3543455275288139983,1799TH,Culham Lock,River Thames,Cherwell Thame and Wye,Culham,Active,51.6506,-1.267131,450800,194900,1995-01-01,,2,8fa2f8d2048fd2397f48aeef66e06a27,2026-09-21T20:01:46.368+00:00,,true,366262550389695
5253076428438849349,-6350932595264809116,1800TH,Sutton Courtenay,River Thames,Vale of White Horse,Culham,Active,51.647821,-1.254167,451700,194600,1983-01-01,,4,9c668cc1bcea964342de8f19fedbb611,2026-09-21T20:01:46.368+00:00,,true,366262550389695
1687065341006371396,-3263713368006105825,1801TH,Clifton Lock,River Thames,Cherwell Thame and Wye,Long Wittenham,Active,51.648617,-1.210808,454699,194720,1997-01-01,,4,48f811e093217d944be42003648eb781,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-1640770925645945572,-3184210677999224970,1899TH,Days Lock,River Thames,Cherwell Thame and Wye,Little Wittenham,Active,51.638206,-1.179444,456882,193586,2005-01-01,,4,9420df4b747a163bd345d90cc4448c02,2026-09-21T20:01:46.368+00:00,,true,366262550389695
9043228209662104914,-6779047222152936277,1904TH,Rowsham Bridge,River Thame,Cherwell Thame and Wye,Rowsham,Active,51.850671,-0.772585,484640,217610,1997-01-01,,1,8a46268bca085f5db7790d247ea6ff93,2026-09-21T20:01:46.368+00:00,,true,366262550389695
-7759921599376465983,-244212079089797005,1911TH,Aylesbury Thame,River Thame,Cherwell Thame and Wye,Stone,Active,51.826251,-0.856541,478900,214800,1987-01-01,,1,dbdad8ddf181075d0de94e7968533b4e,2026-09-21T20:01:46.368+00:00,,true,366262550389695
400410487939263189,7653489116113718468,1922TH,Weston Turville,Wendover Springs,Cherwell Thame and Wye,Weston Turville,Active,51.78506,-0.75797,485771,210330,2006-01-01,,1,dd6a7c685517bebb21e6b73779bb22e1,2026-09-21T20:01:46.368+00:00,,true,366262550389695
